order,eta,Re,rho,omega,T,avg_TKE,max_abs_lift
9.0000000000e+00,-6.0807664251e-04,5.0536701090e+01,1.1458490465e+00,1.6979860726e+01,3.7003750550e-01,3.2886093539e-03,6.5780884814e-03
9.0000000000e+00,-6.1814827082e-04,5.0562436710e+01,1.1558490414e+00,1.6981822102e+01,3.6999476670e-01,3.3339118544e-03,6.6319358936e-03
9.0000000000e+00,-6.2827930804e-04,5.0588350590e+01,1.1658490363e+00,1.6983795378e+01,3.6995177860e-01,3.3793547218e-03,6.6857761156e-03
9.0000000000e+00,-6.3846915512e-04,5.0614441700e+01,1.1758490311e+00,1.6985780457e+01,3.6990854340e-01,3.4249394990e-03,6.7396090317e-03
9.0000000000e+00,-6.4871720938e-04,5.0640709020e+01,1.1858490259e+00,1.6987777239e+01,3.6986506350e-01,3.4706681671e-03,6.7934345267e-03
9.0000000000e+00,-6.5902286449e-04,5.0667151480e+01,1.1958490206e+00,1.6989785626e+01,3.6982134120e-01,3.5165431813e-03,6.8472524856e-03
9.0000000000e+00,-6.6938551032e-04,5.0693768030e+01,1.2058490152e+00,1.6991805521e+01,3.6977737880e-01,3.5625675112e-03,6.9010627944e-03
9.0000000000e+00,-6.7980453287e-04,5.0720557580e+01,1.2158490098e+00,1.6993836824e+01,3.6973317870e-01,3.6087446867e-03,6.9548653393e-03
9.0000000000e+00,-6.9027931417e-04,5.0747519070e+01,1.2258490043e+00,1.6995879439e+01,3.6968874310e-01,3.6550788486e-03,7.0086600074e-03
9.0000000000e+00,-7.0080923215e-04,5.0774651380e+01,1.2358489987e+00,1.6997933266e+01,3.6964407430e-01,3.7015748070e-03,7.0624466865e-03
9.0000000000e+00,-7.1139366060e-04,5.0801953400e+01,1.2458489931e+00,1.6999998210e+01,3.6959917460e-01,3.7482381060e-03,7.1162252651e-03
9.0000000000e+00,-7.2203196900e-04,5.0829424000e+01,1.2558489875e+00,1.7002074173e+01,3.6955404640e-01,3.7950750965e-03,7.1699956327e-03
9.0000000000e+00,-7.3272352247e-04,5.0857062040e+01,1.2658489818e+00,1.7004161056e+01,3.6950869180e-01,3.8420930188e-03,7.2237576799e-03
9.0000000000e+00,-7.4346768166e-04,5.0884866370e+01,1.2758489760e+00,1.7006258765e+01,3.6946311320e-01,3.8893000952e-03,7.2775112981e-03
9.0000000000e+00,-7.5426380263e-04,5.0912835800e+01,1.2858489702e+00,1.7008367202e+01,3.6941731280e-01,3.9367056331e-03,7.3312563800e-03
9.0000000000e+00,-7.6511123677e-04,5.0940969150e+01,1.2958489643e+00,1.7010486270e+01,3.6937129290e-01,3.9843201426e-03,7.3849928195e-03
9.0000000000e+00,-7.7600933071e-04,5.0969265220e+01,1.3058489583e+00,1.7012615875e+01,3.6932505580e-01,4.0321554670e-03,7.4387205119e-03
9.0000000000e+00,-7.8695742618e-04,5.0997722790e+01,1.3158489523e+00,1.7014755920e+01,3.6927860360e-01,4.0802249295e-03,7.4924850125e-03
9.0000000000e+00,-7.9795485998e-04,5.1026340610e+01,1.3258489463e+00,1.7016906311e+01,3.6923193870e-01,4.1285434986e-03,7.5462725916e-03
9.0000000000e+00,-8.0900096379e-04,5.1055117430e+01,1.3358489402e+00,1.7019066953e+01,3.6918506310e-01,4.1771279719e-03,7.6000527994e-03
9.0000000000e+00,-8.2009506417e-04,5.1084051980e+01,1.3458489340e+00,1.7021237751e+01,3.6913797920e-01,4.2259971831e-03,7.6538255501e-03
9.0000000000e+00,-8.3123648241e-04,5.1113142960e+01,1.3558489278e+00,1.7023418613e+01,3.6909068910e-01,4.2751722329e-03,7.7075907598e-03
9.0000000000e+00,-8.4242453444e-04,5.1142389070e+01,1.3658489216e+00,1.7025609445e+01,3.6904319500e-01,4.3246767473e-03,7.7613483469e-03
9.0000000000e+00,-8.5365853074e-04,5.1171788970e+01,1.3758489153e+00,1.7027810155e+01,3.6899549910e-01,4.3745371662e-03,7.8150982319e-03
9.0000000000e+00,-8.6493777625e-04,5.1201341320e+01,1.3858489089e+00,1.7030020651e+01,3.6894760350e-01,4.4247830651e-03,7.8688403379e-03
9.0000000000e+00,-8.7626157030e-04,5.1231044740e+01,1.3958489025e+00,1.7032240841e+01,3.6889951040e-01,4.4754475147e-03,7.9225745905e-03
9.0000000000e+00,-8.8762920648e-04,5.1260897850e+01,1.4058488960e+00,1.7034470636e+01,3.6885122180e-01,4.5265674806e-03,7.9763009181e-03
9.0000000000e+00,-8.9903997257e-04,5.1290899240e+01,1.4158488895e+00,1.7036709946e+01,3.6880273990e-01,4.5781842695e-03,8.0300192520e-03
9.0000000000e+00,-9.1049315047e-04,5.1321047470e+01,1.4258488830e+00,1.7038958682e+01,3.6875406670e-01,4.6303440245e-03,8.0837295266e-03
9.0000000000e+00,-9.2198801606e-04,5.1351341090e+01,1.4358488764e+00,1.7041216756e+01,3.6870520440e-01,4.6830982767e-03,8.1374316794e-03
9.0000000000e+00,-9.3352383920e-04,5.1381778630e+01,1.4458488697e+00,1.7043484082e+01,3.6865615490e-01,4.7365045577e-03,8.1911256514e-03
9.0000000000e+00,-9.4509988354e-04,5.1412358590e+01,1.4558488630e+00,1.7045760573e+01,3.6860692020e-01,4.7906270795e-03,8.2448113872e-03
9.0000000000e+00,-9.5671540654e-04,5.1443079440e+01,1.4658488563e+00,1.7048046145e+01,3.6855750240e-01,4.8455374887e-03,8.2984888351e-03
9.0000000000e+00,-9.6836965931e-04,5.1473939640e+01,1.4758488495e+00,1.7050340713e+01,3.6850790330e-01,4.9013157025e-03,8.3521579476e-03
9.0000000000e+00,-9.8006188656e-04,5.1504937630e+01,1.4858488426e+00,1.7052644196e+01,3.6845812500e-01,4.9580508347e-03,8.4058186810e-03
9.0000000000e+00,-9.9179132651e-04,5.1536071810e+01,1.4958488357e+00,1.7054956512e+01,3.6840816940e-01,5.0158422203e-03,8.4594709962e-03
9.0000000000e+00,-1.0035572108e-03,5.1567340570e+01,1.5058488288e+00,1.7057277581e+01,3.6835803820e-01,5.0748005489e-03,8.5131148589e-03
9.0000000000e+00,-1.0153587645e-03,5.1598742260e+01,1.5158488219e+00,1.7059607325e+01,3.6830773340e-01,5.1350491171e-03,8.5667502392e-03
9.0000000000e+00,-1.0271952059e-03,5.1630275220e+01,1.5258488149e+00,1.7061945665e+01,3.6825725680e-01,5.1967252118e-03,8.6203771125e-03
9.0000000000e+00,-1.0390657464e-03,5.1661937750e+01,1.5358488078e+00,1.7064292528e+01,3.6820661020e-01,5.2599816357e-03,8.6739954595e-03
9.0000000000e+00,-1.0509695906e-03,5.1693728130e+01,1.5458488007e+00,1.7066647837e+01,3.6815579530e-01,5.3249883906e-03,8.7276052663e-03
9.0000000000e+00,-1.0629059361e-03,5.1725644630e+01,1.5558487936e+00,1.7069011522e+01,3.6810481370e-01,5.3919345318e-03,8.7812065250e-03
9.0000000000e+00,-1.0748739735e-03,5.1757685450e+01,1.5658487864e+00,1.7071383512e+01,3.6805366730e-01,5.4610302096e-03,8.8347992334e-03
9.0000000000e+00,-1.0868728862e-03,5.1789848810e+01,1.5758487792e+00,1.7073763737e+01,3.6800235750e-01,5.5325089159e-03,8.8883833959e-03
9.0000000000e+00,-1.0989018504e-03,5.1822132870e+01,1.5858487720e+00,1.7076152131e+01,3.6795088610e-01,5.6066299549e-03,8.9419590234e-03
9.0000000000e+00,-1.1109600349e-03,5.1854535780e+01,1.5958487647e+00,1.7078548629e+01,3.6789925440e-01,5.6836811570e-03,8.9955261335e-03
9.0000000000e+00,-1.1230466011e-03,5.1887055640e+01,1.6058487574e+00,1.7080953167e+01,3.6784746410e-01,5.7639818596e-03,9.0490847513e-03
9.0000000000e+00,-1.1351607031e-03,5.1919690540e+01,1.6158487501e+00,1.7083365686e+01,3.6779551660e-01,5.8478861775e-03,9.1026349090e-03
9.0000000000e+00,-1.1473014872e-03,5.1952438540e+01,1.6258487427e+00,1.7085786126e+01,3.6774341320e-01,5.9357865894e-03,9.1561766467e-03
9.0000000000e+00,-1.1594680921e-03,5.1985297660e+01,1.6358487353e+00,1.7088214432e+01,3.6769115530e-01,6.0281178671e-03,9.2097100127e-03
9.0000000000e+00,-1.1716596486e-03,5.2018265880e+01,1.6458487279e+00,1.7090650550e+01,3.6763874430e-01,6.1253613801e-03,9.2632350634e-03
9.0000000000e+00,-1.1838752796e-03,5.2051341180e+01,1.6558487204e+00,1.7093094427e+01,3.6758618130e-01,6.2280498045e-03,9.3167518641e-03
9.0000000000e+00,-1.1961141001e-03,5.2084521470e+01,1.6658487129e+00,1.7095546016e+01,3.6753346760e-01,6.3367722742e-03,9.3702604891e-03
9.0000000000e+00,-1.2083752168e-03,5.2117804650e+01,1.6758487054e+00,1.7098005271e+01,3.6748060420e-01,6.4521800106e-03,9.4237610223e-03
9.0000000000e+00,-1.2206577282e-03,5.2151188580e+01,1.6858486979e+00,1.7100472147e+01,3.6742759220e-01,6.5749924712e-03,9.4772535570e-03
9.0000000000e+00,-1.2329607243e-03,5.2184671090e+01,1.6958486903e+00,1.7102946605e+01,3.6737443270e-01,6.7060040615e-03,9.5307381969e-03
9.0000000000e+00,-1.2452832866e-03,5.2218249980e+01,1.7058486827e+00,1.7105428606e+01,3.6732112660e-01,6.8460914565e-03,9.5842150562e-03
9.0000000000e+00,-1.2576244878e-03,5.2251923000e+01,1.7158486751e+00,1.7107918116e+01,3.6726767480e-01,6.9962215828e-03,9.6376842596e-03
9.0000000000e+00,-1.2699833918e-03,5.2285687860e+01,1.7258486675e+00,1.7110415104e+01,3.6721407800e-01,7.1574603141e-03,9.6911459436e-03
9.0000000000e+00,-1.2823590532e-03,5.2319542270e+01,1.7358486598e+00,1.7112919541e+01,3.6716033710e-01,7.3309819400e-03,9.7446002559e-03
9.0000000000e+00,-1.2947505175e-03,5.2353483860e+01,1.7458486521e+00,1.7115431402e+01,3.6710645260e-01,7.5180794684e-03,9.7980473565e-03
9.0000000000e+00,-1.3071568207e-03,5.2387510240e+01,1.7558486444e+00,1.7117950664e+01,3.6705242530e-01,7.7201758302e-03,9.8514874177e-03
9.0000000000e+00,-1.3195769891e-03,5.2421618980e+01,1.7658486367e+00,1.7120477310e+01,3.6699825560e-01,7.9388360552e-03,9.9049206248e-03
9.0000000000e+00,-1.3320100390e-03,5.2455807600e+01,1.7758486290e+00,1.7123011325e+01,3.6694394390e-01,8.1757804983e-03,9.9583471763e-03
9.0000000000e+00,-1.3444549764e-03,5.2490073610e+01,1.7858486213e+00,1.7125552697e+01,3.6688949070e-01,8.4328991962e-03,1.0011767285e-02
9.0000000000e+00,-1.3569107970e-03,5.2524414440e+01,1.7958486135e+00,1.7128101418e+01,3.6683489630e-01,8.7122674413e-03,1.0065320435e-02
9.0000000000e+00,-1.3693764856e-03,5.2558827490e+01,1.8058486057e+00,1.7130657484e+01,3.6678016080e-01,9.0161626680e-03,1.0118874574e-02
9.0000000000e+00,-1.3818510158e-03,5.2593310110e+01,1.8158485979e+00,1.7133220896e+01,3.6672528450e-01,9.3470827493e-03,1.0172425729e-02
9.0000000000e+00,-1.3943333499e-03,5.2627859630e+01,1.8258485902e+00,1.7135791657e+01,3.6667026730e-01,9.7077658102e-03,1.0225974212e-02
9.0000000000e+00,-1.4068224382e-03,5.2662473310e+01,1.8358485824e+00,1.7138369773e+01,3.6661510930e-01,1.0101211672e-02,1.0279520352e-02
9.0000000000e+00,-1.4193172188e-03,5.2697148350e+01,1.8458485745e+00,1.7140955257e+01,3.6655981030e-01,1.0530705047e-02,1.0333064494e-02
9.0000000000e+00,-1.4318166171e-03,5.2731881930e+01,1.8558485667e+00,1.7143548124e+01,3.6650437020e-01,1.0999840608e-02,1.0386607002e-02
9.0000000000e+00,-1.4443195454e-03,5.2766671150e+01,1.8658485589e+00,1.7146148392e+01,3.6644878860e-01,1.1512550081e-02,1.0440148259e-02
9.0000000000e+00,-1.4568249021e-03,5.2801513070e+01,1.8758485511e+00,1.7148756087e+01,3.6639306520e-01,1.2073131491e-02,1.0493688667e-02
9.0000000000e+00,-1.4693315716e-03,5.2836404710e+01,1.8858485433e+00,1.7151371235e+01,3.6633719960e-01,1.2686280721e-02,1.0547228648e-02
9.0000000000e+00,-1.4818384233e-03,5.2871342990e+01,1.8958485355e+00,1.7153993868e+01,3.6628119120e-01,1.3357125551e-02,1.0600768642e-02
9.0000000000e+00,-1.4943443112e-03,5.2906324820e+01,1.9058485276e+00,1.7156624021e+01,3.6622503930e-01,1.4091262345e-02,1.0654309114e-02
9.0000000000e+00,-1.5068480733e-03,5.2941347010e+01,1.9158485198e+00,1.7159261735e+01,3.6616874340e-01,1.4894795570e-02,1.0707850546e-02
9.0000000000e+00,-1.5193485304e-03,5.2976406320e+01,1.9258485120e+00,1.7161907054e+01,3.6611230250e-01,1.5774380340e-02,1.0761393444e-02
9.0000000000e+00,-1.5318444857e-03,5.3011499440e+01,1.9358485042e+00,1.7164560026e+01,3.6605571580e-01,1.6737268196e-02,1.0814938337e-02
9.0000000000e+00,-1.5443347240e-03,5.3046623010e+01,1.9458484964e+00,1.7167220703e+01,3.6599898240e-01,1.7791356322e-02,1.0868485774e-02
9.0000000000e+00,-1.5568180105e-03,5.3081773550e+01,1.9558484886e+00,1.7169889141e+01,3.6594210110e-01,1.8945240449e-02,1.0922036330e-02
9.0000000000e+00,-1.5692930897e-03,5.3116947560e+01,1.9658484808e+00,1.7172565400e+01,3.6588507080e-01,2.0208271666e-02,1.0975590603e-02
9.0000000000e+00,-1.5817586849e-03,5.3152141420e+01,1.9758484731e+00,1.7175249545e+01,3.6582789030e-01,2.1590617406e-02,1.1029149215e-02
9.0000000000e+00,-1.5942134964e-03,5.3187351440e+01,1.9858484653e+00,1.7177941643e+01,3.6577055840e-01,2.3103326858e-02,1.1082712813e-02
9.0000000000e+00,-1.6066562006e-03,5.3222573850e+01,1.9958484576e+00,1.7180641766e+01,3.6571307360e-01,2.4758401108e-02,1.1136282070e-02
9.0000000000e+00,-1.6190854487e-03,5.3257804770e+01,2.0058484498e+00,1.7183349989e+01,3.6565543450e-01,2.6568868272e-02,1.1189857684e-02
9.0000000000e+00,-1.6314998649e-03,5.3293040240e+01,2.0158484421e+00,1.7186066390e+01,3.6559763960e-01,2.8548863961e-02,1.1243440380e-02
9.0000000000e+00,-1.6438980453e-03,5.3328276190e+01,2.0258484344e+00,1.7188791052e+01,3.6553968740e-01,3.0713717374e-02,1.1297030910e-02
9.0000000000e+00,-1.6562785559e-03,5.3363508450e+01,2.0358484268e+00,1.7191524059e+01,3.6548157600e-01,3.3080043368e-02,1.1350630052e-02
9.0000000000e+00,-1.6686399308e-03,5.3398732720e+01,2.0458484191e+00,1.7194265497e+01,3.6542330400e-01,3.5665840852e-02,1.1404238612e-02
9.0000000000e+00,-1.6809806704e-03,5.3433944620e+01,2.0558484115e+00,1.7197015459e+01,3.6536486940e-01,3.8490597876e-02,1.1457857425e-02
9.0000000000e+00,-1.6932992393e-03,5.3469139590e+01,2.0658484039e+00,1.7199774034e+01,3.6530627060e-01,4.1575403783e-02,1.1511487353e-02
9.0000000000e+00,-1.7055940639e-03,5.3504312990e+01,2.0758483964e+00,1.7202541318e+01,3.6524750560e-01,4.4943068826e-02,1.1565129288e-02
9.0000000000e+00,-1.7178635301e-03,5.3539460010e+01,2.0858483889e+00,1.7205317407e+01,3.6518857270e-01,4.8618251659e-02,1.1618784150e-02
9.0000000000e+00,-1.7301059805e-03,5.3574575690e+01,2.0958483814e+00,1.7208102397e+01,3.6512947000e-01,5.2627595110e-02,1.1672452889e-02
9.0000000000e+00,-1.7423197116e-03,5.3609654920e+01,2.1058483739e+00,1.7210896385e+01,3.6507019540e-01,5.6999870689e-02,1.1726136483e-02
9.0000000000e+00,-1.7545029710e-03,5.3644692430e+01,2.1158483665e+00,1.7213699470e+01,3.6501074730e-01,6.1766132248e-02,1.1779835943e-02
9.0000000000e+00,-1.7666539538e-03,5.3679682770e+01,2.1258483591e+00,1.7216511748e+01,3.6495112360e-01,6.6959879268e-02,1.1833552305e-02
9.0000000000e+00,-1.7787707990e-03,5.3714620280e+01,2.1358483518e+00,1.7219333315e+01,3.6489132260e-01,7.2617230227e-02,1.1887341070e-02
9.0000000000e+00,-1.7908515858e-03,5.3749499130e+01,2.1458483445e+00,1.7222164266e+01,3.6483134230e-01,7.8777106510e-02,1.1941332611e-02
9.0000000000e+00,-1.8028943295e-03,5.3784313260e+01,2.1558483372e+00,1.7225004693e+01,3.6477118120e-01,8.5481427341e-02,1.1995349314e-02
9.0000000000e+00,-1.8148969765e-03,5.3819056370e+01,2.1658483300e+00,1.7227854684e+01,3.6471083730e-01,9.2775316205e-02,1.2049392439e-02
9.0000000000e+00,-1.8268574001e-03,5.3853721940e+01,2.1758483229e+00,1.7230714324e+01,3.6465030930e-01,1.0070731922e-01,1.2103463276e-02
9.0000000000e+00,-1.8387733947e-03,5.3888303180e+01,2.1858483158e+00,1.7233583691e+01,3.6458959550e-01,1.0932963594e-01,1.2157563149e-02
9.0000000000e+00,-1.8506426702e-03,5.3922793020e+01,2.1958483087e+00,1.7236462859e+01,3.6452869470e-01,1.1869836301e-01,1.2211693411e-02
9.0000000000e+00,-1.8624628458e-03,5.3957184080e+01,2.2058483017e+00,1.7239351892e+01,3.6446760570e-01,1.2887375111e-01,1.2265855447e-02
9.0000000000e+00,-1.8742314430e-03,5.3991468680e+01,2.2158482948e+00,1.7242250846e+01,3.6440632740e-01,1.3992047561e-01,1.2320050671e-02
9.0000000000e+00,-1.8859458789e-03,5.4025638790e+01,2.2258482879e+00,1.7245159768e+01,3.6434485920e-01,1.5190792128e-01,1.2374280527e-02
9.0000000000e+00,-1.8976034573e-03,5.4059686020e+01,2.2358482811e+00,1.7248078691e+01,3.6428320040e-01,1.6491048140e-01,1.2428546485e-02
9.0000000000e+00,-1.9092013609e-03,5.4093601580e+01,2.2458482744e+00,1.7251007634e+01,3.6422135100e-01,1.7900787148e-01,1.2482850043e-02
9.0000000000e+00,-1.9207366411e-03,5.4127376240e+01,2.2558482678e+00,1.7253946602e+01,3.6415931100e-01,1.9428545793e-01,1.2537192723e-02
9.0000000000e+00,-1.9322062083e-03,5.4161000340e+01,2.2658482612e+00,1.7256895580e+01,3.6409708100e-01,2.1083460156e-01,1.2591576071e-02
9.0000000000e+00,-1.9436068202e-03,5.4194463720e+01,2.2758482547e+00,1.7259854534e+01,3.6403466180e-01,2.2875301620e-01,1.2646001654e-02
9.0000000000e+00,-1.9549350698e-03,5.4227755680e+01,2.2858482483e+00,1.7262823406e+01,3.6397205480e-01,2.4814514211e-01,1.2700471057e-02
9.0000000000e+00,-1.9661873720e-03,5.4260864960e+01,2.2958482419e+00,1.7265802112e+01,3.6390926220e-01,2.6912253399e-01,1.2754985883e-02
9.0000000000e+00,-1.9773599487e-03,5.4293779670e+01,2.3058482357e+00,1.7268790540e+01,3.6384628630e-01,2.9180426321e-01,1.2809547745e-02
9.0000000000e+00,-1.9884488132e-03,5.4326487280e+01,2.3158482296e+00,1.7271788545e+01,3.6378313060e-01,3.1631733348e-01,1.2864158269e-02
9.0000000000e+00,-1.9994497520e-03,5.4358974510e+01,2.3258482235e+00,1.7274795944e+01,3.6371979890e-01,3.4279710925e-01,1.2918819083e-02
9.0000000000e+00,-2.0103583060e-03,5.4391227300e+01,2.3358482176e+00,1.7277812515e+01,3.6365629630e-01,3.7138775544e-01,1.2973531818e-02
9.0000000000e+00,-2.0211697491e-03,5.4423230750e+01,2.3458482117e+00,1.7280837991e+01,3.6359262850e-01,4.0224268713e-01,1.3028298101e-02
9.0000000000e+00,-2.0318790650e-03,5.4454969050e+01,2.3558482060e+00,1.7283872051e+01,3.6352880240e-01,4.3552502720e-01,1.3083119547e-02
9.0000000000e+00,-2.0424809216e-03,5.4486425350e+01,2.3658482004e+00,1.7286914321e+01,3.6346482610e-01,4.7140806963e-01,1.3137997756e-02
9.0000000000e+00,-2.0529696423e-03,5.4517581760e+01,2.3758481949e+00,1.7289964363e+01,3.6340070890e-01,5.1007574490e-01,1.3192934301e-02
9.0000000000e+00,-2.0633391754e-03,5.4548419180e+01,2.3858481895e+00,1.7293021668e+01,3.6333646180e-01,5.5172308532e-01,1.3247996547e-02
9.0000000000e+00,-2.0735830596e-03,5.4578917210e+01,2.3958481842e+00,1.7296085651e+01,3.6327209720e-01,5.9655668413e-01,1.3303421573e-02
9.0000000000e+00,-2.0836943857e-03,5.4609054040e+01,2.4058481791e+00,1.7299155638e+01,3.6320762920e-01,6.4479514441e-01,1.3358917875e-02
9.0000000000e+00,-2.0936657547e-03,5.4638806350e+01,2.4158481741e+00,1.7302230862e+01,3.6314307430e-01,6.9666951108e-01,1.3414487021e-02
9.0000000000e+00,-2.1034892310e-03,5.4668149100e+01,2.4258481693e+00,1.7305310446e+01,3.6307845080e-01,7.5242367869e-01,1.3470130505e-02
9.0000000000e+00,-2.1131562910e-03,5.4697055410e+01,2.4358481646e+00,1.7308393397e+01,3.6301377970e-01,8.1231476615e-01,1.3525849730e-02
9.0000000000e+00,-2.1226577651e-03,5.4725496400e+01,2.4458481601e+00,1.7311478588e+01,3.6294908460e-01,8.7661344805e-01,1.3581645994e-02
9.0000000000e+00,-2.1319837743e-03,5.4753440940e+01,2.4558481558e+00,1.7314564745e+01,3.6288439240e-01,9.4560423041e-01,1.3637520464e-02
9.0000000000e+00,-2.1411236588e-03,5.4780855480e+01,2.4658481516e+00,1.7317650432e+01,3.6281973310e-01,1.0195856565e+00,1.3693474159e-02
9.0000000000e+00,-2.1500658993e-03,5.4807703780e+01,2.4758481476e+00,1.7320734030e+01,3.6275514050e-01,1.0988704263e+00,1.3749507923e-02
9.0000000000e+00,-2.1587980280e-03,5.4833946640e+01,2.4858481438e+00,1.7323813717e+01,3.6269065290e-01,1.1837854090e+00,1.3805622398e-02
9.0000000000e+00,-2.1673065312e-03,5.4859541620e+01,2.4958481402e+00,1.7326887447e+01,3.6262631280e-01,1.2746715277e+00,1.3861817989e-02
9.0000000000e+00,-2.1755767382e-03,5.4884442680e+01,2.5058481368e+00,1.7329952920e+01,3.6256216830e-01,1.3718834884e+00,1.3918094830e-02
9.0000000000e+00,-2.1835926995e-03,5.4908599810e+01,2.5158481336e+00,1.7333007559e+01,3.6249827310e-01,1.4757893226e+00,1.3974452743e-02
9.0000000000e+00,-2.1913370490e-03,5.4931958600e+01,2.5258481306e+00,1.7336048470e+01,3.6243468730e-01,1.5867697101e+00,1.4030891191e-02
9.0000000000e+00,-2.1987908507e-03,5.4954459810e+01,2.5358481278e+00,1.7339072416e+01,3.6237147850e-01,1.7052170393e+00,1.4087409223e-02
9.0000000000e+00,-2.2059334275e-03,5.4976038810e+01,2.5458481252e+00,1.7342075764e+01,3.6230872200e-01,1.8315341611e+00,1.4144005421e-02
9.0000000000e+00,-2.2127421692e-03,5.4996625020e+01,2.5558481229e+00,1.7345054452e+01,3.6224650230e-01,1.9661327814e+00,1.4200677826e-02
9.0000000000e+00,-2.2191923187e-03,5.5016141250e+01,2.5658481208e+00,1.7348003928e+01,3.6218491380e-01,2.1094314347e+00,1.4257423865e-02
