order,eta,Re,rho,omega,T,avg_TKE,max_abs_lift
5.0000000000e+00,-2.0771876205e-03,5.4589656790e+01,2.8458483605e+00,1.7344016158e+01,3.6226818810e-01,2.1797618557e-01,1.5484651459e-02
5.0000000000e+00,-2.0791494255e-03,5.4595503660e+01,2.8558483603e+00,1.7345946728e+01,3.6222786830e-01,2.2545197762e-01,1.5534909306e-02
5.0000000000e+00,-2.0809541769e-03,5.4600883560e+01,2.8658483601e+00,1.7347871335e+01,3.6218768200e-01,2.3317064231e-01,1.5585118703e-02
5.0000000000e+00,-2.0826003275e-03,5.4605791590e+01,2.8758483600e+00,1.7349789988e+01,3.6214762900e-01,2.4113924565e-01,1.5635567125e-02
5.0000000000e+00,-2.0840863280e-03,5.4610222900e+01,2.8858483599e+00,1.7351702699e+01,3.6210770880e-01,2.4936503241e-01,1.5686167056e-02
5.0000000000e+00,-2.0854106275e-03,5.4614172610e+01,2.8958483598e+00,1.7353609483e+01,3.6206792100e-01,2.5785543008e-01,1.5736723970e-02
5.0000000000e+00,-2.0865716736e-03,5.4617635890e+01,2.9058483597e+00,1.7355510358e+01,3.6202826520e-01,2.6661805280e-01,1.5787237417e-02
5.0000000000e+00,-2.0875679124e-03,5.4620607920e+01,2.9158483597e+00,1.7357405348e+01,3.6198874090e-01,2.7566070545e-01,1.5837706943e-02
5.0000000000e+00,-2.0883977889e-03,5.4623083900e+01,2.9258483596e+00,1.7359294478e+01,3.6194934740e-01,2.8499138771e-01,1.5888132090e-02
5.0000000000e+00,-2.0890597472e-03,5.4625059040e+01,2.9358483596e+00,1.7361177776e+01,3.6191008400e-01,2.9461829835e-01,1.5938512395e-02
5.0000000000e+00,-2.0895522305e-03,5.4626528600e+01,2.9458483596e+00,1.7363055275e+01,3.6187095000e-01,3.0454983945e-01,1.5988847389e-02
5.0000000000e+00,-2.0898736818e-03,5.4627487840e+01,2.9558483596e+00,1.7364927011e+01,3.6183194450e-01,3.1479462083e-01,1.6039136601e-02
5.0000000000e+00,-2.0900225435e-03,5.4627932080e+01,2.9658483596e+00,1.7366793025e+01,3.6179306670e-01,3.2536146450e-01,1.6089379553e-02
5.0000000000e+00,-2.0899972583e-03,5.4627856620e+01,2.9758483596e+00,1.7368653360e+01,3.6175431550e-01,3.3625940919e-01,1.6139575762e-02
5.0000000000e+00,-2.0897962689e-03,5.4627256830e+01,2.9858483596e+00,1.7370508065e+01,3.6171568980e-01,3.4749771505e-01,1.6189724743e-02
5.0000000000e+00,-2.0894180187e-03,5.4626128110e+01,2.9958483596e+00,1.7372357191e+01,3.6167718850e-01,3.5908586832e-01,1.6239826003e-02
5.0000000000e+00,-2.0888609517e-03,5.4624465860e+01,3.0058483596e+00,1.7374200794e+01,3.6163881040e-01,3.7103358623e-01,1.6289879045e-02
5.0000000000e+00,-2.0881235129e-03,5.4622265560e+01,3.0158483596e+00,1.7376038937e+01,3.6160055410e-01,3.8335082190e-01,1.6339883368e-02
5.0000000000e+00,-2.0872041490e-03,5.4619522690e+01,3.0258483595e+00,1.7377871682e+01,3.6156241810e-01,3.9604776937e-01,1.6389838467e-02
5.0000000000e+00,-2.0861013077e-03,5.4616232790e+01,3.0358483594e+00,1.7379699101e+01,3.6152440100e-01,4.0913486875e-01,1.6439743828e-02
5.0000000000e+00,-2.0848134392e-03,5.4612391430e+01,3.0458483594e+00,1.7381521266e+01,3.6148650110e-01,4.2262281145e-01,1.6489598936e-02
5.0000000000e+00,-2.0833389954e-03,5.4607994240e+01,3.0558483593e+00,1.7383338258e+01,3.6144871680e-01,4.3652254553e-01,1.6539932309e-02
5.0000000000e+00,-2.0816764312e-03,5.4603036870e+01,3.0658483591e+00,1.7385150160e+01,3.6141104620e-01,4.5084528117e-01,1.6590280668e-02
5.0000000000e+00,-2.0798242042e-03,5.4597515030e+01,3.0758483589e+00,1.7386957060e+01,3.6137348730e-01,4.6560249620e-01,1.6640585518e-02
5.0000000000e+00,-2.0777807748e-03,5.4591424470e+01,3.0858483587e+00,1.7388759053e+01,3.6133603830e-01,4.8080594183e-01,1.6690846405e-02
5.0000000000e+00,-2.0755446074e-03,5.4584761000e+01,3.0958483585e+00,1.7390556238e+01,3.6129869690e-01,4.9646764840e-01,1.6741062869e-02
5.0000000000e+00,-2.0731141701e-03,5.4577520490e+01,3.1058483582e+00,1.7392348719e+01,3.6126146090e-01,5.1259993138e-01,1.6791234449e-02
5.0000000000e+00,-2.0704879352e-03,5.4569698830e+01,3.1158483579e+00,1.7394136606e+01,3.6122432800e-01,5.2921539734e-01,1.6841360678e-02
5.0000000000e+00,-2.0676643797e-03,5.4561291990e+01,3.1258483575e+00,1.7395920015e+01,3.6118729570e-01,5.4632695013e-01,1.6891441085e-02
5.0000000000e+00,-2.0646419854e-03,5.4552296000e+01,3.1358483570e+00,1.7397699067e+01,3.6115036150e-01,5.6394779723e-01,1.6941475194e-02
5.0000000000e+00,-2.0614192396e-03,5.4542706950e+01,3.1458483565e+00,1.7399473890e+01,3.6111352260e-01,5.8209145614e-01,1.6991462526e-02
5.0000000000e+00,-2.0579946352e-03,5.4532520970e+01,3.1558483559e+00,1.7401244616e+01,3.6107677620e-01,6.0077176097e-01,1.7041402598e-02
5.0000000000e+00,-2.0543666713e-03,5.4521734280e+01,3.1658483552e+00,1.7403011385e+01,3.6104011930e-01,6.2000286913e-01,1.7091294924e-02
5.0000000000e+00,-2.0505338536e-03,5.4510343160e+01,3.1758483545e+00,1.7404774343e+01,3.6100354900e-01,6.3979926820e-01,1.7141139010e-02
5.0000000000e+00,-2.0464946945e-03,5.4498343930e+01,3.1858483537e+00,1.7406533642e+01,3.6096706190e-01,6.6017578292e-01,1.7190934362e-02
5.0000000000e+00,-2.0422477141e-03,5.4485733020e+01,3.1958483528e+00,1.7408289440e+01,3.6093065480e-01,6.8114758232e-01,1.7240680480e-02
5.0000000000e+00,-2.0377914400e-03,5.4472506920e+01,3.2058483518e+00,1.7410041902e+01,3.6089432420e-01,7.0273018705e-01,1.7290615012e-02
5.0000000000e+00,-2.0331244083e-03,5.4458662170e+01,3.2158483507e+00,1.7411791201e+01,3.6085806650e-01,7.2493947682e-01,1.7340960606e-02
5.0000000000e+00,-2.0282451637e-03,5.4444195410e+01,3.2258483495e+00,1.7413537516e+01,3.6082187790e-01,7.4779169800e-01,1.7391265130e-02
5.0000000000e+00,-2.0231522598e-03,5.4429103360e+01,3.2358483482e+00,1.7415281034e+01,3.6078575450e-01,7.7130347145e-01,1.7441528167e-02
5.0000000000e+00,-2.0178442602e-03,5.4413382810e+01,3.2458483468e+00,1.7417021947e+01,3.6074969230e-01,7.9549180042e-01,1.7491749296e-02
5.0000000000e+00,-2.0123197383e-03,5.4397030630e+01,3.2558483453e+00,1.7418760456e+01,3.6071368700e-01,8.2037407870e-01,1.7541928094e-02
5.0000000000e+00,-2.0065772782e-03,5.4380043780e+01,3.2658483436e+00,1.7420496771e+01,3.6067773440e-01,8.4596809893e-01,1.7592064136e-02
5.0000000000e+00,-2.0006154748e-03,5.4362419320e+01,3.2758483419e+00,1.7422231106e+01,3.6064182990e-01,8.7229206106e-01,1.7642156994e-02
5.0000000000e+00,-1.9944329347e-03,5.4344154370e+01,3.2858483399e+00,1.7423963688e+01,3.6060596890e-01,8.9936458103e-01,1.7692206239e-02
5.0000000000e+00,-1.9880282766e-03,5.4325246150e+01,3.2958483379e+00,1.7425694747e+01,3.6057014650e-01,9.2720469967e-01,1.7742211439e-02
5.0000000000e+00,-1.9814001316e-03,5.4305692000e+01,3.3058483357e+00,1.7427424524e+01,3.6053435770e-01,9.5583189167e-01,1.7792172159e-02
5.0000000000e+00,-1.9745471438e-03,5.4285489310e+01,3.3158483334e+00,1.7429153267e+01,3.6049859740e-01,9.8526607493e-01,1.7842087964e-02
5.0000000000e+00,-1.9674679708e-03,5.4264635610e+01,3.3258483308e+00,1.7430881234e+01,3.6046286030e-01,1.0155276200e+00,1.7891958415e-02
5.0000000000e+00,-1.9601612846e-03,5.4243128500e+01,3.3358483282e+00,1.7432608691e+01,3.6042714080e-01,1.0466373596e+00,1.7941783074e-02
5.0000000000e+00,-1.9526257716e-03,5.4220965690e+01,3.3458483253e+00,1.7434335911e+01,3.6039143330e-01,1.0786165990e+00,1.7991953803e-02
5.0000000000e+00,-1.9448601331e-03,5.4198145000e+01,3.3558483223e+00,1.7436063180e+01,3.6035573180e-01,1.1114871253e+00,1.8042499973e-02
5.0000000000e+00,-1.9368630866e-03,5.4174664340e+01,3.3658483191e+00,1.7437790788e+01,3.6032003040e-01,1.1452712186e+00,1.8093010200e-02
5.0000000000e+00,-1.9286333654e-03,5.4150521740e+01,3.3758483157e+00,1.7439519039e+01,3.6028432280e-01,1.1799916623e+00,1.8143484152e-02
5.0000000000e+00,-1.9201697199e-03,5.4125715340e+01,3.3858483122e+00,1.7441248243e+01,3.6024860260e-01,1.2156717534e+00,1.8193921501e-02
5.0000000000e+00,-1.9114709175e-03,5.4100243380e+01,3.3958483084e+00,1.7442978721e+01,3.6021286320e-01,1.2523353146e+00,1.8244321916e-02
5.0000000000e+00,-1.9025357439e-03,5.4074104230e+01,3.4058483044e+00,1.7444710804e+01,3.6017709770e-01,1.2900067045e+00,1.8294685068e-02
5.0000000000e+00,-1.8933630030e-03,5.4047296350e+01,3.4158483002e+00,1.7446444832e+01,3.6014129910e-01,1.3287108299e+00,1.8345010631e-02
5.0000000000e+00,-1.8839515178e-03,5.4019818340e+01,3.4258482958e+00,1.7448181156e+01,3.6010546030e-01,1.3684731575e+00,1.8395298277e-02
5.0000000000e+00,-1.8743001309e-03,5.3991668910e+01,3.4358482911e+00,1.7449920137e+01,3.6006957380e-01,1.4093197258e+00,1.8445547682e-02
5.0000000000e+00,-1.8644077051e-03,5.3962846890e+01,3.4458482862e+00,1.7451662145e+01,3.6003363200e-01,1.4512771575e+00,1.8495758522e-02
5.0000000000e+00,-1.8542731240e-03,5.3933351240e+01,3.4558482811e+00,1.7453407562e+01,3.5999762710e-01,1.4943726725e+00,1.8545930476e-02
5.0000000000e+00,-1.8438952924e-03,5.3903181020e+01,3.4658482757e+00,1.7455156781e+01,3.5996155100e-01,1.5386341004e+00,1.8596070272e-02
5.0000000000e+00,-1.8332731372e-03,5.3872335450e+01,3.4758482700e+00,1.7456910204e+01,3.5992539540e-01,1.5840898940e+00,1.8647089681e-02
5.0000000000e+00,-1.8224056076e-03,5.3840813850e+01,3.4858482641e+00,1.7458668245e+01,3.5988915190e-01,1.6307691429e+00,1.8698081908e-02
5.0000000000e+00,-1.8112916760e-03,5.3808615680e+01,3.4958482580e+00,1.7460431329e+01,3.5985281170e-01,1.6787015874e+00,1.8749046772e-02
5.0000000000e+00,-1.7999303386e-03,5.3775740530e+01,3.5058482515e+00,1.7462199892e+01,3.5981636600e-01,1.7279176323e+00,1.8799984097e-02
5.0000000000e+00,-1.7883206154e-03,5.3742188130e+01,3.5158482448e+00,1.7463974382e+01,3.5977980550e-01,1.7784483621e+00,1.8850893714e-02
5.0000000000e+00,-1.7764615518e-03,5.3707958330e+01,3.5258482377e+00,1.7465755258e+01,3.5974312100e-01,1.8303255551e+00,1.8901775457e-02
5.0000000000e+00,-1.7643522180e-03,5.3673051120e+01,3.5358482304e+00,1.7467542991e+01,3.5970630270e-01,1.8835816995e+00,1.8952629167e-02
5.0000000000e+00,-1.7519917107e-03,5.3637466620e+01,3.5458482228e+00,1.7469338063e+01,3.5966934090e-01,1.9382500081e+00,1.9003454690e-02
5.0000000000e+00,-1.7393791529e-03,5.3601205100e+01,3.5558482148e+00,1.7471140968e+01,3.5963222540e-01,1.9943644348e+00,1.9054251880e-02
5.0000000000e+00,-1.7265136946e-03,5.3564266970e+01,3.5658482065e+00,1.7472952213e+01,3.5959494600e-01,2.0519596907e+00,1.9105020596e-02
5.0000000000e+00,-1.7133945138e-03,5.3526652750e+01,3.5758481979e+00,1.7474772317e+01,3.5955749200e-01,2.1110712608e+00,1.9155760705e-02
5.0000000000e+00,-1.7000208166e-03,5.3488363150e+01,3.5858481890e+00,1.7476601810e+01,3.5951985260e-01,2.1717354213e+00,1.9207166338e-02
5.0000000000e+00,-1.6863918378e-03,5.3449398980e+01,3.5958481797e+00,1.7478441236e+01,3.5948201690e-01,2.2339892567e+00,1.9258905282e-02
5.0000000000e+00,-1.6725068418e-03,5.3409761210e+01,3.6058481701e+00,1.7480291150e+01,3.5944397340e-01,2.2978706780e+00,1.9310629606e-02
5.0000000000e+00,-1.6583651227e-03,5.3369450950e+01,3.6158481601e+00,1.7482152121e+01,3.5940571070e-01,2.3634184411e+00,1.9362339358e-02
5.0000000000e+00,-1.6439660053e-03,5.3328469460e+01,3.6258481497e+00,1.7484024731e+01,3.5936721690e-01,2.4306721652e+00,1.9414034598e-02
5.0000000000e+00,-1.6293088451e-03,5.3286818140e+01,3.6358481390e+00,1.7485909572e+01,3.5932848000e-01,2.4996723525e+00,1.9465715396e-02
5.0000000000e+00,-1.6143930294e-03,5.3244498540e+01,3.6458481278e+00,1.7487807253e+01,3.5928948760e-01,2.5704604074e+00,1.9517381834e-02
5.0000000000e+00,-1.5992179774e-03,5.3201512360e+01,3.6558481163e+00,1.7489718392e+01,3.5925022730e-01,2.6430786568e+00,1.9569034005e-02
5.0000000000e+00,-1.5837831409e-03,5.3157861430e+01,3.6658481044e+00,1.7491643624e+01,3.5921068610e-01,2.7175703711e+00,1.9620672015e-02
5.0000000000e+00,-1.5680880046e-03,5.3113547740e+01,3.6758480921e+00,1.7493583594e+01,3.5917085100e-01,2.7939797845e+00,1.9672295983e-02
5.0000000000e+00,-1.5521320870e-03,5.3068573430e+01,3.6858480794e+00,1.7495538962e+01,3.5913070870e-01,2.8723521176e+00,1.9724221687e-02
5.0000000000e+00,-1.5359149404e-03,5.3022940780e+01,3.6958480662e+00,1.7497510401e+01,3.5909024560e-01,2.9527335985e+00,1.9776993589e-02
5.0000000000e+00,-1.5194361516e-03,5.2976652230e+01,3.7058480527e+00,1.7499498598e+01,3.5904944770e-01,3.0351714864e+00,1.9829767814e-02
5.0000000000e+00,-1.5026953425e-03,5.2929710350e+01,3.7158480386e+00,1.7501504252e+01,3.5900830100e-01,3.1197140941e+00,1.9882544704e-02
5.0000000000e+00,-1.4856921703e-03,5.2882117870e+01,3.7258480242e+00,1.7503528077e+01,3.5896679110e-01,3.2064108123e+00,1.9935324616e-02
5.0000000000e+00,-1.4684263279e-03,5.2833877670e+01,3.7358480093e+00,1.7505570799e+01,3.5892490330e-01,3.2953121334e+00,1.9988107928e-02
5.0000000000e+00,-1.4508975446e-03,5.2784992770e+01,3.7458479939e+00,1.7507633161e+01,3.5888262280e-01,3.3864696768e+00,2.0040895034e-02
5.0000000000e+00,-1.4331055861e-03,5.2735466340e+01,3.7558479781e+00,1.7509715916e+01,3.5883993420e-01,3.4799362143e+00,2.0093686345e-02
5.0000000000e+00,-1.4150502555e-03,5.2685301700e+01,3.7658479618e+00,1.7511819832e+01,3.5879682220e-01,3.5757656963e+00,2.0146482294e-02
5.0000000000e+00,-1.3967313928e-03,5.2634502310e+01,3.7758479450e+00,1.7513945691e+01,3.5875327110e-01,3.6740132783e+00,2.0199283329e-02
5.0000000000e+00,-1.3781488761e-03,5.2583071780e+01,3.7858479277e+00,1.7516094290e+01,3.5870926490e-01,3.7747353485e+00,2.0252970050e-02
5.0000000000e+00,-1.3593026213e-03,5.2531013860e+01,3.7958479100e+00,1.7518266437e+01,3.5866478740e-01,3.8779895560e+00,2.0307093383e-02
5.0000000000e+00,-1.3401925830e-03,5.2478332460e+01,3.8058478917e+00,1.7520462955e+01,3.5861982200e-01,3.9838348391e+00,2.0361240964e-02
5.0000000000e+00,-1.3208187542e-03,5.2425031600e+01,3.8158478730e+00,1.7522684683e+01,3.5857435210e-01,4.0923314552e+00,2.0415413514e-02
5.0000000000e+00,-1.3011811669e-03,5.2371115480e+01,3.8258478537e+00,1.7524932471e+01,3.5852836050e-01,4.2035410105e+00,2.0469611775e-02
5.0000000000e+00,-1.2812798925e-03,5.2316588410e+01,3.8358478339e+00,1.7527207183e+01,3.5848183010e-01,4.3175264911e+00,2.0523836516e-02
5.0000000000e+00,-1.2611150417e-03,5.2261454870e+01,3.8458478136e+00,1.7529509698e+01,3.5843474320e-01,4.4343522945e+00,2.0578088529e-02
5.0000000000e+00,-1.2406867650e-03,5.2205719440e+01,3.8558477927e+00,1.7531840908e+01,3.5838708210e-01,4.5540842621e+00,2.0632368631e-02
5.0000000000e+00,-1.2199952528e-03,5.2149386880e+01,3.8658477713e+00,1.7534201720e+01,3.5833882870e-01,4.6767897121e+00,2.0686677666e-02
5.0000000000e+00,-1.1990407353e-03,5.2092462050e+01,3.8758477493e+00,1.7536593052e+01,3.5828996480e-01,4.8025374735e+00,2.0742117111e-02
5.0000000000e+00,-1.1778234834e-03,5.2034949950e+01,3.8858477268e+00,1.7539015838e+01,3.5824047170e-01,4.9313979210e+00,2.0797930461e-02
5.0000000000e+00,-1.1563438079e-03,5.1976855740e+01,3.8958477038e+00,1.7541471024e+01,3.5819033070e-01,5.0634430103e+00,2.0853794864e-02
5.0000000000e+00,-1.1346020604e-03,5.1918184680e+01,3.9058476801e+00,1.7543959571e+01,3.5813952270e-01,5.1987463146e+00,2.0909711477e-02
5.0000000000e+00,-1.1125986330e-03,5.1858942170e+01,3.9158476559e+00,1.7546482453e+01,3.5808802840e-01,5.3373830621e+00,2.0965681488e-02
5.0000000000e+00,-1.0903339583e-03,5.1799133720e+01,3.9258476311e+00,1.7549040656e+01,3.5803582830e-01,5.4794301739e+00,2.1021706115e-02
5.0000000000e+00,-1.0678085097e-03,5.1738765000e+01,3.9358476058e+00,1.7551635180e+01,3.5798290260e-01,5.6249663030e+00,2.1077786607e-02
5.0000000000e+00,-1.0450228013e-03,5.1677841760e+01,3.9458475798e+00,1.7554267039e+01,3.5792923130e-01,5.7740718749e+00,2.1133924246e-02
5.0000000000e+00,-1.0219773879e-03,5.1616369900e+01,3.9558475532e+00,1.7556937260e+01,3.5787479410e-01,5.9268291277e+00,2.1190822162e-02
5.0000000000e+00,-9.9867286499e-04,5.1554355430e+01,3.9658475261e+00,1.7559646880e+01,3.5781957060e-01,6.0833221548e+00,2.1248648963e-02
5.0000000000e+00,-9.7510986858e-04,5.1491804470e+01,3.9758474983e+00,1.7562396953e+01,3.5776354010e-01,6.2436369474e+00,2.1306558046e-02
5.0000000000e+00,-9.5128907534e-04,5.1428723250e+01,3.9858474700e+00,1.7565188544e+01,3.5770668170e-01,6.4078614386e+00,2.1364551046e-02
5.0000000000e+00,-9.2721120235e-04,5.1365118120e+01,3.9958474410e+00,1.7568022729e+01,3.5764897420e-01,6.5760855482e+00,2.1422629634e-02
5.0000000000e+00,-9.0287700701e-04,5.1300995530e+01,4.0058474114e+00,1.7570900599e+01,3.5759039620e-01,6.7484012290e+00,2.1480795517e-02
5.0000000000e+00,-8.7828728691e-04,5.1236362030e+01,4.0158473811e+00,1.7573823254e+01,3.5753092630e-01,6.9249025137e+00,2.1539050440e-02
5.0000000000e+00,-8.5344287963e-04,5.1171224280e+01,4.0258473503e+00,1.7576791811e+01,3.5747054270e-01,7.1056855633e+00,2.1597396185e-02
5.0000000000e+00,-8.2834466253e-04,5.1105589040e+01,4.0358473188e+00,1.7579807394e+01,3.5740922330e-01,7.2908487161e+00,2.1656914457e-02
5.0000000000e+00,-8.0299355259e-04,5.1039463160e+01,4.0458472866e+00,1.7582871142e+01,3.5734694620e-01,7.4804925385e+00,2.1717157647e-02
5.0000000000e+00,-7.7739050610e-04,5.0972853580e+01,4.0558472539e+00,1.7585984203e+01,3.5728368880e-01,7.6747198766e+00,2.1777520107e-02
5.0000000000e+00,-7.5153651841e-04,5.0905767340e+01,4.0658472205e+00,1.7589147739e+01,3.5721942870e-01,7.8736359089e+00,2.1838004011e-02
5.0000000000e+00,-7.2543262362e-04,5.0838211550e+01,4.0758471864e+00,1.7592362922e+01,3.5715414330e-01,8.0773482005e+00,2.1898611573e-02
5.0000000000e+00,-6.9907989429e-04,5.0770193420e+01,4.0858471517e+00,1.7595630935e+01,3.5708780950e-01,8.2859667583e+00,2.1959345049e-02
5.0000000000e+00,-6.7247944108e-04,5.0701720240e+01,4.0958471163e+00,1.7598952972e+01,3.5702040440e-01,8.4996040878e+00,2.2020206740e-02
5.0000000000e+00,-6.4563241237e-04,5.0632799350e+01,4.1058470802e+00,1.7602330237e+01,3.5695190480e-01,8.7183752504e+00,2.2081683773e-02
5.0000000000e+00,-6.1853999388e-04,5.0563438190e+01,4.1158470435e+00,1.7605763945e+01,3.5688228730e-01,8.9423979234e+00,2.2144647094e-02
5.0000000000e+00,-5.9120340826e-04,5.0493644280e+01,4.1258470062e+00,1.7609255322e+01,3.5681152850e-01,9.1717924596e+00,2.2207770283e-02
5.0000000000e+00,-5.6362391464e-04,5.0423425160e+01,4.1358469681e+00,1.7612805602e+01,3.5673960460e-01,9.4066819499e+00,2.2271056064e-02
5.0000000000e+00,-5.3580280818e-04,5.0352788480e+01,4.1458469294e+00,1.7616416031e+01,3.5666649200e-01,9.6471922861e+00,2.2334507202e-02
5.0000000000e+00,-5.0774141959e-04,5.0281741930e+01,4.1558468901e+00,1.7620087863e+01,3.5659216660e-01,9.8934522258e+00,2.2398126512e-02
5.0000000000e+00,-4.7944111465e-04,5.0210293260e+01,4.1658468500e+00,1.7623822361e+01,3.5651660450e-01,1.0145593458e+01,2.2461916852e-02
5.0000000000e+00,-4.5090329361e-04,5.0138450250e+01,4.1758468093e+00,1.7627620798e+01,3.5643978160e-01,1.0403750672e+01,2.2526424194e-02
5.0000000000e+00,-4.2212939075e-04,5.0066220770e+01,4.1858467679e+00,1.7631484454e+01,3.5636167350e-01,1.0668061624e+01,2.2592541097e-02
5.0000000000e+00,-3.9312087375e-04,4.9993612710e+01,4.1958467258e+00,1.7635414621e+01,3.5628225600e-01,1.0938667211e+01,2.2658864086e-02
5.0000000000e+00,-3.6387924310e-04,4.9920634000e+01,4.2058466831e+00,1.7639412596e+01,3.5620150460e-01,1.1215711539e+01,2.2725396468e-02
5.0000000000e+00,-3.3440603156e-04,4.9847292610e+01,4.2158466397e+00,1.7643479684e+01,3.5611939480e-01,1.1499342000e+01,2.2792141603e-02
5.0000000000e+00,-3.0470280348e-04,4.9773596550e+01,4.2258465955e+00,1.7647617200e+01,3.5603590200e-01,1.1789709346e+01,2.2859102897e-02
5.0000000000e+00,-2.7477115419e-04,4.9699553870e+01,4.2358465507e+00,1.7651826465e+01,3.5595100140e-01,1.2086967763e+01,2.2926283806e-02
5.0000000000e+00,-2.4461270934e-04,4.9625172620e+01,4.2458465053e+00,1.7656108807e+01,3.5586466850e-01,1.2391274957e+01,2.2994997494e-02
5.0000000000e+00,-2.1422912423e-04,4.9550460890e+01,4.2558464591e+00,1.7660465562e+01,3.5577687830e-01,1.2702792225e+01,2.3064751488e-02
5.0000000000e+00,-1.8362208314e-04,4.9475426810e+01,4.2658464123e+00,1.7664898070e+01,3.5568760610e-01,1.3021684542e+01,2.3134763714e-02
5.0000000000e+00,-1.5279329861e-04,4.9400078490e+01,4.2758463648e+00,1.7669407681e+01,3.5559682700e-01,1.3348120646e+01,2.3205038102e-02
5.0000000000e+00,-1.2174451071e-04,4.9324424070e+01,4.2858463166e+00,1.7673995749e+01,3.5550451620e-01,1.3682273117e+01,2.3275578631e-02
5.0000000000e+00,-9.0477486366e-05,4.9248471690e+01,4.2958462677e+00,1.7678663632e+01,3.5541064860e-01,1.4024318470e+01,2.3346389330e-02
5.0000000000e+00,-5.8994018576e-05,4.9172229530e+01,4.3058462181e+00,1.7683412698e+01,3.5531519930e-01,1.4374437243e+01,2.3418060816e-02
5.0000000000e+00,-2.7295925672e-05,4.9095705730e+01,4.3158461679e+00,1.7688244316e+01,3.5521814350e-01,1.4732814083e+01,2.3491675536e-02
5.0000000000e+00,4.6149494460e-06,4.9018908440e+01,4.3258461170e+00,1.7693159862e+01,3.5511945610e-01,1.5099637844e+01,2.3565602299e-02
5.0000000000e+00,3.6736740077e-05,4.8941845830e+01,4.3358460654e+00,1.7698160717e+01,3.5501911230e-01,1.5475101678e+01,2.3639845625e-02
5.0000000000e+00,6.9067556505e-05,4.8864526030e+01,4.3458460131e+00,1.7703248265e+01,3.5491708720e-01,1.5859403132e+01,2.3714410083e-02
5.0000000000e+00,1.0160548679e-04,4.8786957190e+01,4.3558459602e+00,1.7708423893e+01,3.5481335580e-01,1.6252744247e+01,2.3789300297e-02
5.0000000000e+00,1.3434859757e-04,4.8709147400e+01,4.3658459066e+00,1.7713688996e+01,3.5470789330e-01,1.6655331655e+01,2.3864896412e-02
5.0000000000e+00,1.6729493484e-04,4.8631104790e+01,4.3758458523e+00,1.7719044968e+01,3.5460067510e-01,1.7067376686e+01,2.3942838307e-02
5.0000000000e+00,2.0044252483e-04,4.8552837430e+01,4.3858457974e+00,1.7724493209e+01,3.5449167620e-01,1.7489095467e+01,2.4021151154e-02
5.0000000000e+00,2.3378937472e-04,4.8474353370e+01,4.3958457418e+00,1.7730035120e+01,3.5438087200e-01,1.7920709031e+01,2.4099840077e-02
7.0000000000e+00,1.9006442388e-05,4.8984352170e+01,1.0000000000e-04,1.6858045629e+01,3.7271137150e-01,3.3176158734e-11,3.8842207919e-04
7.0000000000e+00,1.9006426643e-05,4.8984352210e+01,2.0000000000e-04,1.6858045632e+01,3.7271137140e-01,1.3270463382e-10,3.8896218778e-04
7.0000000000e+00,1.9006391240e-05,4.8984352300e+01,3.5000000000e-04,1.6858045640e+01,3.7271137120e-01,4.0640793173e-10,3.8977235106e-04
7.0000000000e+00,1.9006300216e-05,4.8984352520e+01,5.7500000000e-04,1.6858045661e+01,3.7271137080e-01,1.0968866500e-09,3.9098759707e-04
7.0000000000e+00,1.9006078362e-05,4.8984353050e+01,9.1250000000e-04,1.6858045709e+01,3.7271136970e-01,2.7624329578e-09,3.9281046852e-04
7.0000000000e+00,1.9005553614e-05,4.8984354310e+01,1.4187500000e-03,1.6858045824e+01,3.7271136720e-01,6.6778645614e-09,3.9554478119e-04
7.0000000000e+00,1.9003954915e-05,4.8984358140e+01,2.1781250000e-03,1.6858046112e+01,3.7271136080e-01,1.5739506965e-08,3.9964626888e-04
7.0000000000e+00,1.9000672961e-05,4.8984366020e+01,3.3171875000e-03,1.6858046749e+01,3.7271134670e-01,3.6506046589e-08,4.0579852663e-04
7.0000000000e+00,1.8993198993e-05,4.8984383950e+01,5.0257812500e-03,1.6858048200e+01,3.7271131470e-01,8.3797332371e-08,4.1502698151e-04
7.0000000000e+00,1.8976248254e-05,4.8984424620e+01,7.5886718749e-03,1.6858051491e+01,3.7271124190e-01,1.9105158640e-07,4.2886981674e-04
7.0000000000e+00,1.8937907865e-05,4.8984516620e+01,1.1433007812e-02,1.6858058936e+01,3.7271107730e-01,4.3364186826e-07,4.4963441164e-04
7.0000000000e+00,1.8851341356e-05,4.8984724340e+01,1.7199511718e-02,1.6858075745e+01,3.7271070570e-01,9.8134647208e-07,4.8078206667e-04
7.0000000000e+00,1.8656121903e-05,4.8985192770e+01,2.5849267575e-02,1.6858113651e+01,3.7270986760e-01,2.2163653056e-06,5.2750524190e-04
7.0000000000e+00,1.8332679027e-05,4.8985968900e+01,3.5849267570e-02,1.6858176454e+01,3.7270847910e-01,4.2621667746e-06,5.8152448259e-04
7.0000000000e+00,1.7904440904e-05,4.8986996530e+01,4.5849267561e-02,1.6858259604e+01,3.7270664080e-01,6.9700420840e-06,6.3554632846e-04
7.0000000000e+00,1.7371450104e-05,4.8988275600e+01,5.5849267547e-02,1.6858363095e+01,3.7270435280e-01,1.0339083524e-05,6.8957071698e-04
