order,eta,Re,rho,omega,St,max_abs_lift
3,4.164305742880484e-6,49.0199912986403,0.1683366733466934,16.86092576094855,0.2683499679960439,0.0009092991722663314
3,2.717389159187908e-6,49.0234684272839,0.17635270541082165,16.861206494898386,0.26835443601562486,0.0009526023099121552
3,1.2032371802672208e-6,49.027107659562766,0.1843687374749499,16.861500282941808,0.26835911179755806,0.0009959055258138359
3,-3.781416048774841e-7,49.03090904692394,0.19238476953907815,16.861807124629358,0.26836399533469013,0.001039208792181147
3,-2.026738227460771e-6,49.034872643117886,0.20040080160320642,16.8621270194917,0.2683690866195513,0.001082512081157535
3,-3.7425433391699097e-6,49.03899850420068,0.20841683366733466,16.862459967039637,0.2683743856443557,0.0011258153648176887
3,-5.525547212429476e-6,49.04328668853635,0.21643286573146292,16.86280596676413,0.26837989240100185,0.001169118615165114
3,-7.375739740676655e-6,49.04773725679923,0.22444889779559118,16.8631650181363,0.2683856068810723,0.0012124218041297105
3,-9.293110438647164e-6,49.052350271976536,0.23246492985971945,16.863537120607454,0.2683915290758344,0.00125572490356535
3,-1.127764844267179e-5,49.05712579937084,0.24048096192384769,16.8639222736091,0.26839765897624024,0.001299027885247462
3,-1.3329342510983531e-5,49.06206390660286,0.24849699398797595,16.86432047655296,0.26840399657292724,0.0013423307208706148
3,-1.5448181024035275e-5,49.06716466361418,0.2565130260521042,16.864731728830975,0.26841054185621754,0.0013856333820461031
3,-1.7634151984828075e-5,49.07242814267017,0.26452905811623245,16.865156029815356,0.26841729481611987,0.0014289358402995423
3,-1.988724301924994e-5,49.07785441836292,0.2725450901803607,16.865593378858556,0.26842425544232806,0.0014722380670684585
3,-2.2207441376425073e-5,49.08344356761433,0.280561122244489,16.866043775293324,0.26843142372422246,0.0015155400336998885
3,-2.4594733929073754e-5,49.0891956696793,0.28857715430861725,16.866507218432726,0.26843879965087025,0.0015588417114479787
3,-2.7049107173882444e-5,49.095110806148966,0.2965931863727455,16.866983707570117,0.2684463832110248,0.0016021430714715892
3,-2.9570547231884617e-5,49.10118906095407,0.3046092184368738,16.867473241979223,0.2684541743931271,0.001645444084831902
3,-3.215903984885169e-5,49.10743052036843,0.312625250501002,16.867975820914115,0.2684621731853053,0.0016887447224900336
