t I S
2.725 -1.2262 0.130346
2.726 -1.25524 0.102138
2.727 -1.2555 0.102491
2.728 -1.22863 0.130258
2.729 -1.24511 0.114276
2.73 -1.24848 0.111238
2.731 -1.24084 0.119415
2.732 -1.23435 0.126274
2.733 -1.24052 0.120452
2.734 -1.23279 0.128599
2.735 -1.23842 0.123753
2.736 -1.26411 0.0986905
2.737 -1.25479 0.108299
2.738 -1.25075 0.112573
2.739 -1.25884 0.104889
2.74 -1.27785 0.0865951
2.741 -1.28494 0.0797019
2.742 -1.28545 0.0793109
2.743 -1.28129 0.0841581
2.744 -1.28122 0.0847026
2.745 -1.26663 0.100069
2.746 -1.2543 0.113481
2.747 -1.24226 0.125985
2.748 -1.25702 0.111681
2.749 -1.2253 0.144564
2.75 -1.26322 0.10758
2.751 -1.26718 0.104091
2.752 -1.24926 0.122371
2.753 -1.23078 0.141206
2.754 -1.23246 0.140309
2.755 -1.24489 0.128734
2.756 -1.24098 0.132999
2.757 -1.25466 0.119968
2.758 -1.24456 0.130574
2.759 -1.23437 0.141323
2.76 -1.22296 0.153178
2.761 -1.20616 0.170544
2.762 -1.21278 0.164611
2.763 -1.21587 0.161834
2.764 -1.20671 0.171546
2.765 -1.2299 0.148751
2.766 -1.27041 0.1093
2.767 -1.29131 0.089026
2.768 -1.26977 0.111058
2.769 -1.28611 0.0951689
2.77 -1.28567 0.0958216
2.771 -1.29051 0.0914182
2.772 -1.26992 0.112883
2.773 -1.28005 0.103097
2.774 -1.26627 0.11716
2.775 -1.28728 0.0965751
2.776 -1.27799 0.10635
2.777 -1.26685 0.117882
2.778 -1.27095 0.113989
2.779 -1.25572 0.129675
2.78 -1.22856 0.15751
2.781 -1.23202 0.154383
2.782 -1.2194 0.167423
2.783 -1.19828 0.189163
2.784 -1.19072 0.197654
2.785 -1.19231 0.196571
2.786 -1.19828 0.19098
2.787 -1.19926 0.19071
2.788 -1.19138 0.199055
2.789 -1.20086 0.189961
2.79 -1.20996 0.181035
2.791 -1.21924 0.17209
2.792 -1.22698 0.164619
2.793 -1.22168 0.170752
2.794 -1.19784 0.194808
2.795 -1.19487 0.198774
2.796 -1.18632 0.207513
2.797 -1.20016 0.194072
2.798 -1.20906 0.185789
2.799 -1.19796 0.197435
2.8 -1.21065 0.185027
2.801 -1.16571 0.230747
2.802 -1.19042 0.206734
2.803 -1.19299 0.204418
2.804 -1.18025 0.217366
2.805 -1.20568 0.19239
2.806 -1.18742 0.211375
2.807 -1.18285 0.216494
2.808 -1.21052 0.189332
2.809 -1.20853 0.191965
2.81 -1.20076 0.199967
2.811 -1.21311 0.188055
2.812 -1.22144 0.180246
2.813 -1.22738 0.174663
2.814 -1.25042 0.151891
2.815 -1.25168 0.150816
2.816 -1.24467 0.158476
2.817 -1.24954 0.154443
2.818 -1.26427 0.140246
2.819 -1.26468 0.140533
2.82 -1.26959 0.136127
2.821 -1.27184 0.134688
2.822 -1.28788 0.118959
2.823 -1.29947 0.107595
2.824 -1.30102 0.106552
2.825 -1.29315 0.115065
2.826 -1.28521 0.12383
2.827 -1.30087 0.108691
2.828 -1.28875 0.121081
2.829 -1.30665 0.103736
2.83 -1.32207 0.0885727
2.831 -1.31513 0.0958687
2.832 -1.3087 0.102875
2.833 -1.31025 0.101886
2.834 -1.30784 0.104524
2.835 -1.33053 0.0826694
2.836 -1.32745 0.0861923
2.837 -1.34465 0.069466
2.838 -1.35253 0.0617209
2.839 -1.34072 0.0740049
2.84 -1.35047 0.064475
2.841 -1.36618 0.0490734
2.842 -1.35565 0.0607012
2.843 -1.35755 0.0591037
2.844 -1.35819 0.0590576
2.845 -1.36823 0.0493016
2.846 -1.37149 0.0463834
2.847 -1.37065 0.0474977
2.848 -1.34733 0.071471
2.849 -1.36087 0.0582745
2.85 -1.3677 0.0522672
2.851 -1.37025 0.0500974
2.852 -1.36537 0.0557112
2.853 -1.34997 0.0715904
2.854 -1.35624 0.0655168
2.855 -1.36469 0.0573701
2.856 -1.36995 0.0534266
2.857 -1.39086 0.0332768
2.858 -1.3703 0.0543077
2.859 -1.37087 0.0544125
2.86 -1.38713 0.0384813
2.861 -1.37383 0.0521844
2.862 -1.37962 0.0469922
2.863 -1.37828 0.0489061
2.864 -1.37009 0.0575036
2.865 -1.35769 0.0704901
2.866 -1.3653 0.0635606
2.867 -1.36768 0.061476
2.868 -1.37155 0.0579003
2.869 -1.38843 0.0415726
2.87 -1.4058 0.0248354
2.871 -1.40317 0.0279855
2.872 -1.4 0.0315894
2.873 -1.40075 0.0314852
2.874 -1.41371 0.0189534
2.875 -1.41226 0.0209918
2.876 -1.42105 0.0126029
2.877 -1.42527 0.00871977
2.878 -1.4209 0.013731
2.879 -1.42058 0.0145389
2.88 -1.42977 0.00617995
2.881 -1.43166 0.00480281
2.882 -1.43097 0.0062196
2.883 -1.43608 0.00151702
2.884 -1.43748 0.00049368
2.885 -1.43808 0.000192634
2.886 -1.43775 0.000838854
2.887 -1.43847 0.000537049
2.888 -1.43941 6.56909e-07
2.889 -1.43849 0.00130641
2.89 -1.4341 0.00622366
2.891 -1.4373 0.00332722
2.892 -1.4405 0.000686036
2.893 -1.44066 0.000763431
2.894 -1.44105 0.000696031
2.895 -1.44047 0.00180928
2.896 -1.4385 0.00432649
2.897 -1.44005 0.00330666
2.898 -1.43908 0.00462765
2.899 -1.43412 0.0100488
2.9 -1.4341 0.0107476
2.901 -1.43955 0.00606979
2.902 -1.43597 0.0099219
2.903 -1.42464 0.0217049
2.904 -1.42756 0.0191801
2.905 -1.42809 0.0193473
2.906 -1.43121 0.0167624
2.907 -1.42836 0.0200615
2.908 -1.42996 0.0187488
2.909 -1.42564 0.0232443
2.91 -1.41915 0.0302688
2.911 -1.41421 0.0358963
2.912 -1.4172 0.0333986
2.913 -1.41418 0.036707
2.914 -1.40948 0.0419161
2.915 -1.41648 0.0354668
2.916 -1.42134 0.0312223
2.917 -1.42534 0.0276293
2.918 -1.43235 0.0211654
2.919 -1.44493 0.00928093
2.92 -1.44066 0.0138636
2.921 -1.43851 0.0163536
2.922 -1.4348 0.0208001
2.923 -1.44135 0.0149501
2.924 -1.44394 0.0126733
2.925 -1.44102 0.0157425
2.926 -1.45089 0.0062257
2.927 -1.45404 0.00375301
2.928 -1.45272 0.00545218
2.929 -1.45214 0.00665943
2.93 -1.45354 0.00572403
2.931 -1.4568 0.00327093
2.932 -1.45732 0.0030648
2.933 -1.45833 0.00258554
2.934 -1.4611 0.000251848
2.935 -1.45894 0.00292418
2.936 -1.45979 0.0025587
2.937 -1.46104 0.00171726
2.938 -1.46152 0.00158828
2.939 -1.46355 0.000251331
2.94 -1.46349 0.000982858
2.941 -1.46105 0.0038817
2.942 -1.46093 0.00470538
2.943 -1.46265 0.00350227
2.944 -1.46257 0.00429829
2.945 -1.46284 0.00431306
2.946 -1.46596 0.00157696
2.947 -1.46646 0.00163379
2.948 -1.46758 0.000932374
2.949 -1.46602 0.00289753
2.95 -1.46669 0.0030751
2.951 -1.46848 0.00162963
2.952 -1.46597 0.00434039
2.953 -1.45962 0.0113796
2.954 -1.45406 0.0180103
2.955 -1.45702 0.0158827
2.956 -1.45774 0.0154881
2.957 -1.45486 0.0187905
2.958 -1.46935 0.00521204
2.959 -1.47235 0.00252395
2.96 -1.4658 0.010175
2.961 -1.46402 0.0123603
2.962 -1.4632 0.013636
2.963 -1.46507 0.0121907
2.964 -1.46793 0.00984551
2.965 -1.46913 0.00921207
2.966 -1.47182 0.006784
2.967 -1.46844 0.0105017
2.968 -1.47324 0.00626378
2.969 -1.47448 0.00559175
2.97 -1.47975 0.00107262
2.971 -1.47934 0.00165301
2.972 -1.47531 0.00643088
2.973 -1.47289 0.00896259
2.974 -1.47677 0.00550618
2.975 -1.47894 0.00340393
2.976 -1.48021 0.00255389
2.977 -1.48343 1.00485e-05
2.978 -1.48351 0.000161092
2.979 -1.47954 0.00499046
2.98 -1.48234 0.00251606
2.981 -1.47834 0.00718814
2.982 -1.47606 0.0101494
2.983 -1.47035 0.0163473
2.984 -1.47016 0.0171459
2.985 -1.46375 0.0240223
2.986 -1.46453 0.0234468
2.987 -1.47092 0.0177509
2.988 -1.47485 0.014536
2.989 -1.47862 0.011024
2.99 -1.48592 0.00463741
2.991 -1.48273 0.00824316
2.992 -1.48551 0.00594656
2.993 -1.4895 0.00271798
2.994 -1.48945 0.00289016
2.995 -1.48921 0.00367162
2.996 -1.49134 0.00227562
2.997 -1.49195 0.0020082
2.998 -1.49159 0.00329026
2.999 -1.49133 0.00394409
3 -1.49029 0.00566792
3.001 -1.48639 0.00999483
3.002 -1.47569 0.0215684
3.003 -1.4753 0.0225788
3.004 -1.47755 0.0206587
3.005 -1.47193 0.0266069
3.006 -1.46618 0.0328885
3.007 -1.48246 0.0170587
3.008 -1.48174 0.0181123
3.009 -1.47225 0.0279882
3.01 -1.4693 0.0314134
3.011 -1.47405 0.0270497
3.012 -1.47293 0.0286239
3.013 -1.47825 0.0237266
3.014 -1.48671 0.0159285
3.015 -1.48246 0.0209822
3.016 -1.4889 0.0149998
3.017 -1.49462 0.00975423
3.018 -1.49789 0.00692796
3.019 -1.49962 0.00553702
3.02 -1.50109 0.00426739
3.021 -1.4995 0.00641266
3.022 -1.50475 0.00185272
3.023 -1.50424 0.00327111
3.024 -1.50452 0.00353369
3.025 -1.50268 0.00580772
3.026 -1.49818 0.0110187
3.027 -1.49633 0.0131951
3.028 -1.49233 0.01735
3.029 -1.49062 0.0195174
3.03 -1.49706 0.0133951
3.031 -1.50091 0.00989343
3.032 -1.50332 0.00798242
3.033 -1.50375 0.00781839
3.034 -1.50677 0.00566014
3.035 -1.51026 0.00280931
3.036 -1.51196 0.00177359
3.037 -1.51284 0.00110953
3.038 -1.51442 6.78445e-06
3.039 -1.51467 3.75807e-06
3.04 -1.51488 0.000135921
3.041 -1.51443 0.00100836
3.042 -1.51535 0.000304774
3.043 -1.51591 0.000536122
3.044 -1.51656 0.000382225
3.045 -1.5134 0.00410139
3.046 -1.51349 0.0043796
3.047 -1.51498 0.00366495
3.048 -1.5162 0.00273362
3.049 -1.51946 0.000255196
3.05 -1.51927 0.0011503
3.051 -1.52071 5.37798e-05
3.052 -1.52149 0.000145656
3.053 -1.52206 6.39092e-06
3.054 -1.52271 2.78776e-05
3.055 -1.52287 9.54289e-05
3.056 -1.52261 0.001026
3.057 -1.52202 0.00244907
3.058 -1.52346 0.00155441
3.059 -1.52071 0.00473509
3.06 -1.51995 0.00572592
3.061 -1.52537 0.00125354
3.062 -1.52647 0.00074167
3.063 -1.52284 0.00489039
3.064 -1.51492 0.0135848
3.065 -1.50486 0.024483
3.066 -1.51354 0.0166984
3.067 -1.52352 0.0072059
3.068 -1.52233 0.00884921
3.069 -1.5251 0.00635914
3.07 -1.51876 0.0135825
3.071 -1.50672 0.0263853
3.072 -1.51709 0.0168641
3.073 -1.52151 0.0127951
3.074 -1.52322 0.0114085
3.075 -1.52773 0.00775191
3.076 -1.53027 0.00559895
3.077 -1.52679 0.00938707
3.078 -1.5286 0.00813245
3.079 -1.5266 0.0103282
3.08 -1.53369 0.00384043
3.081 -1.52852 0.00928729
3.082 -1.53036 0.00798032
3.083 -1.53335 0.00520392
3.084 -1.53474 0.00446146
3.085 -1.53231 0.00724263
3.086 -1.52934 0.0105712
3.087 -1.53431 0.00600033
3.088 -1.53054 0.0102992
3.089 -1.52134 0.0201952
3.09 -1.51525 0.0269683
3.091 -1.52285 0.0195836
3.092 -1.51037 0.0327757
3.093 -1.51172 0.0318616
3.094 -1.52534 0.0188962
3.095 -1.53001 0.0147802
3.096 -1.52883 0.0163683
3.097 -1.52864 0.0170604
3.098 -1.52155 0.0249534
3.099 -1.5277 0.0194706
3.1 -1.53172 0.0157965
3.101 -1.53017 0.0177718
3.102 -1.53882 0.00984714
3.103 -1.54387 0.00553499
3.104 -1.53624 0.0136854
3.105 -1.53603 0.0143059
3.106 -1.53649 0.0148094
3.107 -1.54496 0.00693873
3.108 -1.54663 0.00595071
3.109 -1.54657 0.00660138
3.11 -1.53981 0.013842
3.111 -1.54728 0.00698306
3.112 -1.55061 0.00394733
3.113 -1.53982 0.0154257
3.114 -1.54021 0.0155684
3.115 -1.5394 0.0168615
3.116 -1.53209 0.0245857
3.117 -1.52605 0.0311358
3.118 -1.51181 0.0458314
3.119 -1.49981 0.058018
3.12 -1.51031 0.0483054
3.121 -1.52215 0.0369256
3.122 -1.52585 0.0338355
3.123 -1.51777 0.0422754
3.124 -1.52159 0.0391364
3.125 -1.51196 0.0491305
3.126 -1.51482 0.0465573
3.127 -1.5243 0.0375353
3.128 -1.52655 0.0361904
3.129 -1.53165 0.0313239
3.13 -1.53064 0.0325228
3.131 -1.52773 0.0364669
3.132 -1.52749 0.037009
3.133 -1.52394 0.0410014
3.134 -1.52927 0.0358693
3.135 -1.52437 0.0409406
3.136 -1.51421 0.0518973
3.137 -1.51831 0.0480473
3.138 -1.52662 0.0399858
3.139 -1.53589 0.0312325
3.14 -1.52771 0.0401002
3.141 -1.53375 0.0344357
3.142 -1.54163 0.0270535
3.143 -1.54124 0.0281494
3.144 -1.54731 0.0225393
3.145 -1.55047 0.0196315
3.146 -1.55131 0.0191001
3.147 -1.54632 0.0245911
3.148 -1.53616 0.0352096
3.149 -1.53093 0.0408612
3.15 -1.53004 0.0421833
3.151 -1.53356 0.0389504
3.152 -1.5344 0.0386588
3.153 -1.54007 0.033366
3.154 -1.54449 0.0295154
3.155 -1.5542 0.0203075
3.156 -1.56447 0.0105251
3.157 -1.5691 0.00646334
3.158 -1.57205 0.00452662
3.159 -1.57455 0.00270332
3.16 -1.57629 0.00141196
3.161 -1.57569 0.00242222
3.162 -1.57695 0.00156076
3.163 -1.57127 0.0076944
3.164 -1.57551 0.00372369
3.165 -1.57699 0.00261697
3.166 -1.57735 0.00244513
3.167 -1.57909 0.001161
3.168 -1.58049 0.000102528
3.169 -1.58093 3.06489e-07
3.17 -1.58114 8.92398e-05
3.171 -1.58158 7.19385e-05
3.172 -1.5819 0.000246278
3.173 -1.58225 7.17717e-08
3.174 -1.58264 1.51515e-05
3.175 -1.58313 5.30922e-05
3.176 -1.58332 6.28235e-05
3.177 -1.58367 2.71441e-06
3.178 -1.58353 0.000754311
3.179 -1.58303 0.00163079
3.18 -1.58552 0.000278239
3.181 -1.58663 0.000206023
3.182 -1.58622 0.000712607
3.183 -1.58705 0.000306305
3.184 -1.58797 1.06595e-05
3.185 -1.58839 4.19576e-05
3.186 -1.58835 0.000525382
3.187 -1.58945 3.36926e-06
3.188 -1.58858 0.00171871
3.189 -1.58807 0.00272651
3.19 -1.58916 0.00208821
3.191 -1.58989 0.00194723
3.192 -1.58636 0.00580209
3.193 -1.58569 0.00654191
3.194 -1.58897 0.00399532
3.195 -1.5903 0.00332369
3.196 -1.59366 0.000382703
3.197 -1.59468 1.97906e-05
3.198 -1.59448 0.000942449
3.199 -1.59534 0.000769645
3.2 -1.59633 0.000532881
3.201 -1.59107 0.00660268
3.202 -1.58483 0.0138195
3.203 -1.58215 0.0166141
3.204 -1.58531 0.013905
3.205 -1.58809 0.0115799
3.206 -1.5813 0.0188373
3.207 -1.58217 0.0184917
3.208 -1.57515 0.0259472
3.209 -1.56941 0.0322953
3.21 -1.56603 0.0362559
3.211 -1.57336 0.0298838
3.212 -1.5649 0.0387745
3.213 -1.56737 0.0368269
3.214 -1.572 0.032881
3.215 -1.56522 0.0399876
3.216 -1.55971 0.0458782
3.217 -1.55524 0.0506685
3.218 -1.52157 0.0855032
3.219 -1.51089 0.0969768
3.22 -1.51801 0.09017
3.221 -1.51404 0.0946302
3.222 -1.51983 0.0890671
3.223 -1.5098 0.0996698
3.224 -1.50768 0.102373
3.225 -1.50459 0.105725
3.226 -1.48834 0.122419
3.227 -1.49032 0.120738
3.228 -1.49871 0.112929
3.229 -1.50278 0.109536
3.23 -1.47148 0.141599
3.231 -1.49624 0.117125
3.232 -1.50182 0.111902
3.233 -1.5025 0.111982
3.234 -1.52194 0.0928527
3.235 -1.51233 0.102811
3.236 -1.51809 0.0977738
3.237 -1.50281 0.113794
3.238 -1.50854 0.109099
3.239 -1.47653 0.141849
3.24 -1.46547 0.153734
3.241 -1.46723 0.152286
3.242 -1.49207 0.12839
3.243 -1.50589 0.115155
3.244 -1.51967 0.101739
3.245 -1.52212 0.0994453
3.246 -1.51128 0.110807
3.247 -1.50476 0.117773
3.248 -1.52207 0.101113
3.249 -1.52297 0.100615
3.25 -1.52918 0.0949079
3.251 -1.50436 0.120372
3.252 -1.51678 0.108519
3.253 -1.52615 0.099718
3.254 -1.53644 0.0901276
3.255 -1.53141 0.0965456
3.256 -1.52459 0.103652
3.257 -1.50667 0.121991
3.258 -1.47171 0.157766
3.259 -1.46442 0.165169
3.26 -1.4698 0.160043
3.261 -1.4663 0.163941
3.262 -1.4747 0.156427
3.263 -1.48143 0.150342
3.264 -1.48292 0.149264
3.265 -1.50945 0.123763
3.266 -1.52979 0.10399
3.267 -1.52674 0.107454
3.268 -1.50243 0.132584
3.269 -1.5239 0.111695
3.27 -1.52982 0.10598
3.271 -1.52178 0.114497
3.272 -1.52229 0.11438
3.273 -1.54273 0.0946202
3.274 -1.53574 0.102091
3.275 -1.52518 0.113208
3.276 -1.55163 0.0871649
3.277 -1.55974 0.0797047
3.278 -1.53973 0.10032
3.279 -1.53487 0.105858
3.28 -1.53101 0.110333
3.281 -1.54824 0.093846
3.282 -1.55616 0.0865552
3.283 -1.5728 0.0707456
3.284 -1.56949 0.0742452
3.285 -1.56546 0.0785898
3.286 -1.55005 0.0943291
3.287 -1.53585 0.108807
3.288 -1.52505 0.119972
3.289 -1.53465 0.110966
3.29 -1.54565 0.100694
3.291 -1.54762 0.0992623
3.292 -1.53427 0.113553
3.293 -1.51891 0.129468
3.294 -1.53917 0.109723
3.295 -1.54921 0.0998774
3.296 -1.5638 0.0856205
3.297 -1.54909 0.10071
3.298 -1.56694 0.0837994
3.299 -1.5549 0.0967142
3.3 -1.54287 0.109142
3.301 -1.53569 0.116475
3.302 -1.5547 0.0983991
3.303 -1.56821 0.085875
3.304 -1.57672 0.0779044
3.305 -1.56626 0.0887516
3.306 -1.57346 0.0818821
3.307 -1.58661 0.0692144
3.308 -1.59746 0.0593912
3.309 -1.59356 0.063843
3.31 -1.60626 0.0514403
3.311 -1.58808 0.0699525
3.312 -1.6022 0.0562634
3.313 -1.60423 0.0544758
3.314 -1.61168 0.0475087
3.315 -1.61644 0.0432546
3.316 -1.61898 0.0411101
3.317 -1.61 0.0504175
3.318 -1.61636 0.0444851
3.319 -1.61447 0.0469157
3.32 -1.61641 0.0454384
3.321 -1.60926 0.0529207
3.322 -1.61135 0.0513289
3.323 -1.59701 0.0660285
3.324 -1.59389 0.069728
3.325 -1.61358 0.0505981
3.326 -1.62209 0.0423278
3.327 -1.6342 0.0306167
3.328 -1.65279 0.0125139
3.329 -1.66336 0.00290369
3.33 -1.66507 0.00193223
3.331 -1.66492 0.00295293
3.332 -1.66658 0.00165137
3.333 -1.66905 2.5647e-05
3.334 -1.66893 0.000902397
3.335 -1.66857 0.00189762
3.336 -1.66943 0.00147421
3.337 -1.66955 0.00180118
3.338 -1.66976 0.00190951
3.339 -1.6691 0.00289567
3.34 -1.67015 0.0023797
3.341 -1.66919 0.00346103
3.342 -1.67266 0.00041045
3.343 -1.673 0.000531773
3.344 -1.67227 0.00206339
3.345 -1.67097 0.00381857
3.346 -1.66553 0.00981582
3.347 -1.6688 0.00707757
3.348 -1.67193 0.00441194
3.349 -1.67512 0.00180297
3.35 -1.6767 0.000419248
3.351 -1.67754 0.000295346
3.352 -1.67808 0.00041413
3.353 -1.67873 0.000387767
3.354 -1.67934 0.000163352
3.355 -1.67855 0.00172351
3.356 -1.67769 0.00287913
3.357 -1.68041 0.000682737
3.358 -1.68145 0.000152339
3.359 -1.68074 0.00116585
3.36 -1.68176 0.000418599
3.361 -1.68301 6.98507e-05
3.362 -1.68414 0.000125069
3.363 -1.68306 0.00198238
3.364 -1.68507 0.000322127
3.365 -1.68601 8.69737e-07
3.366 -1.68638 0.000225278
3.367 -1.68769 7.9628e-05
3.368 -1.68826 0.00054526
3.369 -1.68898 0.000300489
3.37 -1.68978 6.50389e-05
3.371 -1.68988 0.000471823
3.372 -1.69032 0.000437115
3.373 -1.6916 2.78616e-05
3.374 -1.69184 3.87783e-05
3.375 -1.69224 5.79095e-05
3.376 -1.69291 0.000285227
3.377 -1.69339 0.000109273
3.378 -1.69318 0.00098488
3.379 -1.69398 0.000826766
3.38 -1.69135 0.00415804
3.381 -1.69266 0.00339715
3.382 -1.69402 0.00257848
3.383 -1.69073 0.00675423
3.384 -1.69511 0.00310968
3.385 -1.69639 0.00206347
3.386 -1.69624 0.00255327
3.387 -1.69515 0.00407522
3.388 -1.69559 0.00398341
3.389 -1.69753 0.00245298
3.39 -1.69696 0.00348592
3.391 -1.69056 0.0105326
3.392 -1.69924 0.00241493
3.393 -1.6979 0.00419716
3.394 -1.69791 0.00453179
3.395 -1.6949 0.00815527
3.396 -1.701 0.0030046
3.397 -1.70393 0.000478576
3.398 -1.70337 0.00170899
3.399 -1.70394 0.00142593
3.4 -1.70138 0.00436292
3.401 -1.69782 0.00855408
3.402 -1.69697 0.00984822
3.403 -1.69343 0.0140787
3.404 -1.69728 0.0108656
3.405 -1.70244 0.00641079
3.406 -1.70215 0.00709572
3.407 -1.70309 0.0066516
3.408 -1.70899 0.00167249
3.409 -1.71005 0.000857782
3.41 -1.7107 0.000909084
3.411 -1.71135 0.000519947
3.412 -1.70621 0.00656879
3.413 -1.70846 0.00487353
3.414 -1.70798 0.0061474
3.415 -1.70873 0.00586791
3.416 -1.71276 0.00245176
3.417 -1.7122 0.003382
3.418 -1.70955 0.00660029
3.419 -1.71114 0.00541522
3.42 -1.70788 0.0088622
3.421 -1.70829 0.00887682
3.422 -1.70892 0.00921525
3.423 -1.70992 0.00854122
3.424 -1.70437 0.0143172
3.425 -1.70574 0.0132223
3.426 -1.70186 0.0175925
3.427 -1.69338 0.0265237
3.428 -1.6879 0.0322214
3.429 -1.67966 0.0409627
3.43 -1.69216 0.0289296
3.431 -1.68831 0.0332683
3.432 -1.66949 0.0528382
3.433 -1.67453 0.0482244
3.434 -1.66516 0.0579666
3.435 -1.67303 0.0508292
3.436 -1.67843 0.0458414
3.437 -1.68845 0.0362619
3.438 -1.68411 0.0408745
3.439 -1.67541 0.049784
3.44 -1.66834 0.0577506
3.441 -1.68084 0.0456609
3.442 -1.65575 0.0714574
3.443 -1.65535 0.0725322
3.444 -1.6444 0.0838424
3.445 -1.6472 0.0815117
3.446 -1.65319 0.0763853
3.447 -1.62402 0.106239
3.448 -1.61554 0.114997
3.449 -1.60669 0.124535
3.45 -1.61347 0.118154
3.451 -1.59833 0.133699
3.452 -1.63582 0.097187
3.453 -1.62778 0.10591
3.454 -1.64172 0.0926629
3.455 -1.6463 0.0890464
3.456 -1.66391 0.0721795
3.457 -1.64106 0.0958176
3.458 -1.66004 0.0773104
3.459 -1.64512 0.0925358
3.46 -1.65107 0.0867847
3.461 -1.62538 0.112759
3.462 -1.5908 0.147706
3.463 -1.59961 0.139359
3.464 -1.59288 0.146601
3.465 -1.62712 0.113582
3.466 -1.62913 0.11218
3.467 -1.61063 0.13137
3.468 -1.61096 0.131666
3.469 -1.6044 0.138579
3.47 -1.62726 0.116285
3.471 -1.61191 0.132306
3.472 -1.62477 0.120218
3.473 -1.62151 0.123942
3.474 -1.61561 0.130128
3.475 -1.64846 0.0982189
3.476 -1.65681 0.0899611
3.477 -1.66272 0.0844974
3.478 -1.65817 0.0894068
3.479 -1.66712 0.0808861
3.48 -1.64942 0.0992149
3.481 -1.65548 0.0935643
3.482 -1.63301 0.116835
3.483 -1.6264 0.124363
3.484 -1.61484 0.1361
3.485 -1.6162 0.134901
3.486 -1.61808 0.133188
3.487 -1.61544 0.136198
3.488 -1.62589 0.126438
3.489 -1.608 0.144766
3.49 -1.61351 0.139679
3.491 -1.62107 0.132457
3.492 -1.6271 0.126899
3.493 -1.60151 0.153132
3.494 -1.56337 0.192519
3.495 -1.53977 0.216932
3.496 -1.5546 0.202419
3.497 -1.53124 0.225982
3.498 -1.5201 0.237591
3.499 -1.54917 0.209073
3.5 -1.546 0.213066
3.501 -1.55086 0.208603
3.502 -1.55105 0.208577
3.503 -1.57361 0.186359
3.504 -1.54368 0.216634
3.505 -1.49706 0.263857
3.506 -1.52349 0.23787
3.507 -1.55627 0.205348
3.508 -1.5369 0.225573
3.509 -1.53442 0.22847
3.51 -1.52408 0.239197
3.511 -1.49971 0.264077
3.512 -1.49103 0.273071
3.513 -1.47231 0.292642
3.514 -1.47759 0.287683
3.515 -1.49749 0.268428
3.516 -1.47402 0.292525
3.517 -1.45752 0.309406
3.518 -1.40523 0.362629
3.519 -1.39347 0.374696
3.52 -1.37777 0.391222
3.521 -1.38706 0.382442
3.522 -1.35368 0.416383
3.523 -1.3834 0.387384
3.524 -1.34426 0.427085
3.525 -1.35958 0.412078
3.526 -1.34685 0.424975
3.527 -1.32129 0.451225
3.528 -1.33158 0.441475
3.529 -1.30839 0.465409
3.53 -1.27007 0.504275
3.531 -1.27582 0.498805
3.532 -1.2624 0.512766
3.533 -1.26444 0.511501
3.534 -1.20981 0.566332
3.535 -1.15804 0.618729
3.536 -1.1176 0.659548
3.537 -1.10379 0.673751
3.538 -1.07919 0.69893
3.539 -1.06826 0.710087
3.54 -1.10056 0.678351
3.541 -1.08648 0.692651
3.542 -1.04103 0.738392
3.543 -1.06228 0.717366
3.544 -1.06755 0.712423
3.545 -0.993758 0.786699
3.546 -1.03708 0.743783
3.547 -1.04213 0.739615
3.548 -1.03628 0.74592
3.549 -1.00501 0.777694
3.55 -1.06967 0.71346
3.551 -1.08401 0.699847
3.552 -1.1364 0.647955
3.553 -1.15014 0.634508
3.554 -1.14947 0.635814
3.555 -1.16533 0.62057
3.556 -1.13637 0.650079
3.557 -1.16942 0.61763
3.558 -1.15301 0.634397
3.559 -1.20724 0.580639
3.56 -1.17106 0.61735
3.561 -1.13456 0.654187
3.562 -1.15861 0.630485
3.563 -1.16691 0.622572
3.564 -1.18518 0.604874
3.565 -1.18452 0.606223
3.566 -1.21976 0.571637
3.567 -1.21123 0.580629
3.568 -1.2069 0.585257
3.569 -1.17456 0.618242
3.57 -1.09954 0.693944
3.571 -1.0704 0.723806
3.572 -1.13236 0.66267
3.573 -1.13068 0.664776
3.574 -1.18372 0.611957
3.575 -1.18407 0.611934
3.576 -1.18217 0.614112
3.577 -1.13601 0.660601
3.578 -1.11887 0.677898
3.579 -1.15819 0.638934
3.58 -1.11667 0.680864
3.581 -1.12747 0.670432
3.582 -1.15846 0.639997
3.583 -1.15857 0.640023
3.584 -1.14013 0.658833
3.585 -1.11538 0.684581
3.586 -1.13626 0.663958
3.587 -1.21854 0.582091
3.588 -1.27304 0.528515
3.589 -1.22736 0.574695
3.59 -1.1925 0.610121
3.591 -1.18685 0.616268
3.592 -1.19001 0.613604
3.593 -1.15322 0.651042
3.594 -1.16899 0.63581
3.595 -1.18369 0.621633
3.596 -1.2049 0.601089
3.597 -1.20933 0.597724
3.598 -1.15777 0.649995
3.599 -1.20352 0.604723
3.6 -1.18314 0.62554
3.601 -1.21431 0.594742
3.602 -1.24029 0.569076
3.603 -1.25351 0.556276
3.604 -1.25668 0.553694
3.605 -1.25597 0.554863
3.606 -1.22937 0.582141
3.607 -1.24206 0.569873
3.608 -1.25226 0.56015
3.609 -1.26652 0.546197
3.61 -1.29489 0.518292
3.611 -1.27385 0.539437
3.612 -1.28663 0.526987
3.613 -1.3063 0.507813
3.614 -1.28153 0.532968
3.615 -1.36343 0.451563
3.616 -1.31949 0.49593
3.617 -1.34404 0.471774
